name,source,entity_id,entity_type,country
"USS, Alexander Viktorovich",SDN,40268,individual,Russia
"BOGOMAZ, Aleksandr Vasilyevich",SDN,40269,individual,Russia
"PASLER, Denis Vladimirovich",SDN,40270,individual,Russia
"GUSEV, Alexander Viktorovich",SDN,40271,individual,Russia
"USS, Artem Alexandrovich",SDN,40272,individual,Russia
"VLADIMIROV, Vladimir Vladimirovich",SDN,40273,individual,Russia
"EGOROV, Maksim Borisovich",SDN,40274,individual,Russia
"ARTYUKHOV, Dmitriy Andreevich",SDN,40275,individual,Russia
"AZAROV, Dmitriy Igorevich",SDN,40276,individual,Russia
JOINT STOCK COMPANY CONCERN CENTRAL INSTITUTE FOR SCIENTIFIC RESEARCH ELEKTROPRIBOR,SDN,40296,,Russia
"HOSSEINI, Seyed Sadegh",SDN,40298,individual,Iran
"MOEIN, Moslem",SDN,40299,individual,Iran
"MAROUFI, Hossein",SDN,40300,individual,Iran
"HASSANZADEH, Hassan",SDN,40301,individual,Iran
"MONTAZERI, Mohammad Jafar",SDN,40316,individual,Iran
IMEN SANAT ZAMAN FARA COMPANY,SDN,40317,,Iran
CONCERN MORINFORMSYSTEM AGAT JOINT STOCK COMPANY,SDN,40318,,Russia
JOINT STOCK COMPANY BATTERY COMPANY RIGEL,SDN,40319,,Russia
TECHNOPOLE COMPANY,SDN,40320,,Russia
JOINT STOCK COMPANY CONCERN AVRORA SCIENTIFIC AND PRODUCTION ASSOCIATION,SDN,40321,,Russia
JOINT STOCK COMPANY CENTRAL RESEARCH INSTITUTE OF MARINE ENGINEERING,SDN,40322,,Russia
MARINE BRIDGE AND NAVIGATION SYSTEMS LTD,SDN,40324,,Russia
JOINT STOCK COMPANY OBUKHOVSKOYE,SDN,40326,,Russia
FEDERAL STATE UNITARY ENTERPRISE CENTRAL RESEARCH INSTITUTE OF STRUCTURAL MATERIALS PROMETEY NAMED BY I.V. GORYNIN OF NATIONAL RESEARCH CENTER KURCHATOV INSTITUTE,SDN,40327,,Russia
P.P. SHIRSHOV INSTITUTE OF OCEANOLOGY OF THE RUSSIAN ACADEMY OF SCIENCES,SDN,40328,,Russia
"HWANG, Kil Su",SDN,40356,individual,"Congo, Democratic Republic of the"
"ZAMUDIO LERMA, Ludim",SDN,40376,individual,Mexico
"ZAMUDIO IBARRA, Ludim",SDN,40377,individual,Mexico
"ZAMUDIO LERMA, Luis Alfonso",SDN,40378,individual,Mexico
"FLORES MADRID, Luis Gerardo",SDN,40379,individual,Mexico
"ARREDONDO BELTRAN, Jose Santana",SDN,40380,individual,Mexico
"ACEROS Y REFACCIONES DEL HUMAYA, S.A. DE C.V.",SDN,40382,,Mexico
FARMACIA LUDIM,SDN,40383,,Mexico
"GRUPO ZAIT, S.A. DE C.V.",SDN,40384,,Mexico
"INMOBILIARIA DEL RIO HUMAYA, S.A. DE C.V.",SDN,40385,,Mexico
"OPERADORA DEL HUMAYA, S.A. DE C.V.",SDN,40386,,Mexico
"OPERADORA PARQUE ALAMEDAS, S. DE R.L. DE C.V.",SDN,40387,,Mexico
"AL-KHATUNI, Abd Al Hamid Salim Ibrahim Ismail Brukan",SDN,40396,individual,Turkey
WADI ALRRAFIDAYN FOR FOODSTUFFS,SDN,40397,,Turkey
SHAM EXPRESS,SDN,40398,,Turkey
"AL-KHATUNI, Umar Abdul Hamid Salim Brukan",SDN,40399,individual,Turkey
"AL-KHATUNI, Muhammad Abdul Hamid Salim Brukan",SDN,40400,individual,Turkey
"AL-JUBURI, Lu'ay Jasim Hammadi",SDN,40401,individual,Turkey
"DAMAVANDIAN, Ghassem",SDN,40416,individual,Iran
"KHAKI, Reza",SDN,40417,individual,Iran
"SHARIFI-TEHRANI, Hamidreza",SDN,40418,individual,Iran
"NIYAZI-ANGILI, Majid Reza",SDN,40419,individual,Iran
"ARLANIZADEH, Vali",SDN,40420,individual,Iran
"SIAVASH, Nader Khoon",SDN,40421,individual,Iran
MINING ENTERPRISE NO 1,SDN,40422,,Burma
"ZIMENKOV, Igor Vladimirovich",SDN,40456,individual,Russia
"MACHADO TORRES, Ernesto",SDN,40457,individual,Mexico
JOINT STOCK COMPANY TERRA TECH,SDN,40476,,Russia
CHANGSHA TIANYI SPACE SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE CO. LTD,SDN,40477,,China
SPACETY LUXEMBOURG S.A.,SDN,40478,,Luxembourg
"AUNG, Htun",SDN,40479,individual,Burma
GBD LIMITED,SDN,40480,,Cyprus
MATEAS LIMITED,SDN,40481,,Cyprus
"SWE, Hla",SDN,40482,individual,Burma
KLIOSA LIMITED,SDN,40483,,Cyprus
U-STONE LIMITED EOOD,SDN,40484,,Bulgaria
"PIFLAKS, Maks Borisovich",SDN,40486,individual,Uzbekistan
"PIFLAKS, Gilad",SDN,40487,individual,Israel
"ZIMENKOV, Jonatan",SDN,40488,individual,Russia
GMI GLOBAL MANUFACTURING & INTEGRATION LTD,SDN,40489,,Cyprus
VFC SOLUTIONS LTD,SDN,40490,,Cyprus
"PALNYCHENKO, Igor",SDN,40491,individual,Cyprus
PITARON LIMITED,SDN,40492,,Cyprus
TERRA-AZ LIMITED,SDN,40493,,Cyprus
"VOLFOVICH, Stanislav",SDN,40494,individual,Cyprus
"VOLFOVICH, Ariel",SDN,40495,individual,Cyprus
D.E.S. DEFENSE ENGINEERING SOLUTIONS LTD,SDN,40496,,Israel
ASIA TRADING & CONSTRUCTION PTE LTD,SDN,40497,,Singapore
"NG, Serena Bee Lin",SDN,40498,individual,Singapore
TEXEL F.C.G. TECHNOLOGY 2100 LTD,SDN,40499,,Israel
"BLATS, Marks",SDN,40500,individual,Latvia
ELEKTROOPTIKA SIA,SDN,40501,,Latvia
"MIN, Aung",SDN,40516,individual,Burma
"MOUKALLED, Hassan Ahmed",SDN,40536,individual,Lebanon
TABACOS USA INC.,SDN,40537,,United States
BEBIDAS USA INC.,SDN,40538,,United States
DOMINICANA ACQUISITION S.A.,SDN,40539,,Paraguay
FRIGORIFICO CHAJHA S.A.E.,SDN,40540,,Paraguay
"MOUKALLED, Rayyan Hassan",SDN,40541,individual,Lebanon
"MOUKALLED, Rani Hassan",SDN,40542,individual,Lebanon
CTEX EXCHANGE,SDN,40543,,Lebanon
LEBANESE COMPANY FOR INFORMATION AND STUDIES SARL,SDN,40544,,Lebanon
"LEBANESE COMPANY FOR PUBLISHING, MEDIA, AND RESEARCH",SDN,40545,,Lebanon
"MANTUROV, Denis Valentinovich",SDN,40556,individual,Russia
LIMITED LIABILITY COMPANY KALEIDOSKOP,SDN,40557,,Russia
"ADONEV, Sergei Nikolaevich",SDN,40558,individual,Israel
"BEZRUKIKH, Dmitriy Nikolaevich",SDN,40559,individual,Russia
ANATTA,SDN,40560,vessel,
LIMITED LIABILITY COMPANY CHARTER GREEN LIGHT MOSCOW,SDN,40561,,Russia
S5-SAD,SDN,40563,aircraft,
"ADONYEV, Filipp Sergeevich",SDN,40564,individual,United Kingdom
AKTSIONERNOYE OBSHCHESTVO DALNEVOSTOCHNYY TSENTR SUDOSTROYENIYA I SUDOREMONTA,SDN,40565,,Russia
"ADONYEV, Luka Sergeevich",SDN,40567,individual,United Kingdom
AKTSIONERNOYE OBSHCHESTVO TSENTR SUDOREMONTA DALZAVOD,SDN,40568,,Russia
"GOSTEV, Arkadiy Aleksandrovich",SDN,40569,individual,Russia
"BUROV, Andrey Vladimirovich",SDN,40570,individual,Russia
AKTSIONERNOYE OBSHCHESTVO SEVERO-VOSTOCHNYY REMONTNYY TSENTR,SDN,40571,,Russia
"MALYAREVICH, Aleksei Alekseevich",SDN,40572,individual,Russia
PRIME SECURITY AND DEVELOPMENT,SDN,40573,,Russia
MK INTERROS INVEST,SDN,40575,,Russia
"BATEKHIN, Sergey Leonidovich",SDN,40576,individual,Russia
AFRICA POLITOLOGY,SDN,40577,,Russia
WHITELEAVE HOLDINGS LIMITED,SDN,40578,,Cyprus
SALTCLIFF TRADING LIMITED,SDN,40579,,Cyprus
INTERNATIONAL LIMITED LIABILITY COMPANY INTERROS CAPITAL,SDN,40580,,Russia
AKTSIONERNOYE OBSHCHESTVO DALNEVOSTOCHNYY ZAVOD ZVEZDA,SDN,40581,,Russia
AKTSIONERNOYE OBSHCHESTVO 179 SUDOREMONTNYY ZAVOD,SDN,40582,,Russia
AKTSIONERNOYE OBSHCHESTVO 30 SUDOREMONTNYY ZAVOD,SDN,40584,,Russia
OBSHCHESTVO S ORGANICHENNOY OTVETSTVENNOSTYU DALNEVOSTOCHNYY PROEKTNYY INSTITUT VOSTOKPROEKTVERF,SDN,40585,,Russia
AKTSIONERNOYE OBSHCHESTVO VLADIVOSTOKSKOYE PREDPRIYATIE ELEKTRORADIOAVTIMATIKA,SDN,40586,,Russia
AKTSIONERNOYE OBSHCHESTVO TSENTRALNOYE KONSTRUKTORSKOYE BYURO LAZURIT,SDN,40587,,Russia
"OO, Myo Myint",SDN,40596,individual,Burma
"TANAVAR, Hossein",SDN,40598,individual,Iran
"FADA, Mojtaba",SDN,40599,individual,Iran
"RASHEDI, Naser",SDN,40600,individual,Iran
"ASIABANI, Kourosh",SDN,40601,individual,Iran
"AZIMI, Mohammad Nazar",SDN,40602,individual,Iran
"NOROUZI, Aliasghar",SDN,40604,individual,Iran
"KARIMI, Ahmad",SDN,40605,individual,Iran
"ALA'ODDINI, Yahya",SDN,40606,individual,Iran
"TABATABAI, Seyyed Aminollah Emami",SDN,40607,individual,Iran
"BABAMORADI, Jamal",SDN,40608,individual,Iran
"VELAZQUEZ MORENO, Hugo Adalberto",SDN,40636,individual,Paraguay
"CARTES JARA, Horacio Manuel",SDN,40637,individual,Paraguay
UNION ELECTION COMMISSION,SDN,40656,,Burma
MINING ENTERPRISE NO 2,SDN,40657,,Burma
"TAY ZA, Htoo Htwe",SDN,40658,individual,Burma
"ILISHKIN, Ulan Vladimirovich",SDN,40660,individual,Russia
"NAZAROVA, Alina Olegovna",SDN,40661,individual,Russia
"TYURIKOVA, Evgeniya Sergeyevna",SDN,40662,individual,Russia
"SEDLETSKI, Valery",SDN,40676,individual,Russia
MALAS MANAS,SDN,40681,,Mexico
IRIS MAKRAN,SDN,40716,vessel,
IRIS DENA,SDN,40717,vessel,
PUBLIC JOINT STOCK COMPANY MTS BANK,SDN,40718,,Russia
"GACANIN, Edin",SDN,40736,individual,Bosnia and Herzegovina
"SHAMSABADI, Hossein",SDN,40737,individual,Iran
"NAZERI, Abualfazl",SDN,40738,individual,Iran
"VALAGOHAR, Abulghasem",SDN,40739,individual,Iran
"ASADI, Mohsen",SDN,40740,individual,Iran
"MOUSA, Mohammad Sadegh Heidari",SDN,40741,individual,Iran
"MOHAMMADI, Mohammad Reza",SDN,40742,individual,Iran
"SALEHNEJAD, Abulfazl",SDN,40743,individual,Iran
AMIR KABIR PETROCHEMICAL COMPANY,SDN,40757,,Iran
SIMORGH PETROCHEMICAL COMPANY,SDN,40758,,Iran
ASIA FUEL PTE. LTD.,SDN,40759,,Singapore
SENSE SHIPPING AND TRADING SDN. BHD.,SDN,40760,,Malaysia
UNICIOUS ENERGY PTE. LTD.,SDN,40761,,Singapore
LALEH PETROCHEMICAL COMPANY,SDN,40762,,Iran
MARUN TADBIR TINA COMPANY,SDN,40763,,Iran
MARUN SEPEHR OFOGH COMPANY,SDN,40764,,Iran
MARUN SUPPLEMENTAL INDUSTRIES COMPANY,SDN,40765,,Iran
"OGAZON SEDANO, Mario Esteban",SDN,40766,individual,Mexico
"URBANIZACION, INMOBILIARIA Y CONSTRUCCION DE OBRAS, S.A. DE C.V.",SDN,40767,,Mexico
"VAKHROMEYEV, Ivan Vasilyevich",SDN,40768,individual,Russia
"KOVALEV, Vitaly Nikolayevich",SDN,40769,individual,Russia
CONFIDERI PTE LTD,SDN,40776,,Russia
"SAVELOV, Marat Maratovich",SDN,40777,individual,Austria
"RAYKES, Olga Borisovna",SDN,40778,individual,Israel
VEND ORE GMBH,SDN,40779,,Austria
IC VELES CAPITAL LLC,SDN,40780,,Russia
VELES AKTIV OOO,SDN,40781,,Russia
VELES MANAGEMENT LTD,SDN,40782,,Russia
LIMITED LIABILITY COMPANY VELES TRUST,SDN,40783,,Russia
"GNEDOVSKII, Aleksei Dmitrievich",SDN,40784,individual,Russia
VELES INTERNATIONAL LIMITED,SDN,40785,,Cyprus
HADLERCO LIMITED,SDN,40786,,Cyprus
"MALINOV, Nikolay Simeonov",SDN,40787,individual,Bulgaria
LIMITED LIABILITY COMPANY AFORRA MANAGEMENT,SDN,40788,,Russia
"UDODOV, Aleksandr Yevgenyevich",SDN,40789,individual,Russia
LIMITED LIABILITY COMPANY AFORRA DEVELOPMENT,SDN,40790,,Russia
"KURBANOV, Nurmurad",SDN,40791,individual,Cyprus
STELLA LEONE LIMITED,SDN,40792,,Cyprus
INTER TRADE 2021 EOOD,SDN,40793,,Bulgaria
MS KONSULT 2016 EOOD,SDN,40794,,Bulgaria
HERNANDEZ SALAS TRANSNATIONAL CRIMINAL ORGANIZATION,SDN,40795,,Mexico
RUSSOPHILES NATIONAL MOVEMENT,SDN,40796,,Bulgaria
HOTELERA LOPEZ MATEOS S.A. DE C.V.,SDN,40797,,Mexico
RUSSOPHILES FOR THE REVIVAL OF THE FATHERLAND POLITICAL PARTY,SDN,40798,,Bulgaria
PUBLIC JOINT STOCK COMPANY STOCK COMMERCIAL BANK METALLURGICAL INVESTMENT BANK,SDN,40799,,Russia
"GORANOV, Vladislav Ivanov",SDN,40800,individual,Bulgaria
BANK ZENIT PUBLIC JOINT STOCK COMPANY,SDN,40801,,Russia
OOO ZENIT FINANCE,SDN,40802,,Russia
TRILEMMA CONSULTING LTD EOOD,SDN,40803,,Bulgaria
OOO ZENIT LEASING,SDN,40804,,Russia
OOO ZENIT FACTORING MSP,SDN,40805,,Russia
"OVCHAROV, Rumen Stoyanov",SDN,40806,individual,Bulgaria
"BUGAYENKO, Dmitry Vitalyevich",SDN,40807,individual,Russia
LIMITED LIABILITY COMPANY AFORRA ENGINEERING,SDN,40808,,Russia
"NIKOLOV, Aleksandar Hristov",SDN,40809,individual,Bulgaria
LIMITED LIABILITY COMPANY GARANTIYA,SDN,40810,,Russia
"GENOV, Ivan Kirov",SDN,40811,individual,Bulgaria
LIMITED LIABILITY COMPANY MUSHROOM RAINBOW,SDN,40812,,Russia
LIMITED LIABILITY COMPANY NIKOLIYA,SDN,40813,,Russia
LIMITED LIABILITY COMPANY AFORRA PROPERTY,SDN,40814,,Russia
LIMITED LIABILITY COMPANY AKTIV R,SDN,40815,,Russia
LIMITED LIABILITY COMPANY ARENDOFF,SDN,40816,,Russia
LIMITED LIABILITY COMPANY ATLAS REAL ESTATE,SDN,40817,,Russia
LIMITED LIABILITY COMPANY AYAKS,SDN,40818,,Russia
LIMITED LIABILITY COMPANY NEW CITY,SDN,40820,,Russia
LIMITED LIABILITY COMPANY OPTIMA INVEST,SDN,40821,,Russia
LIMITED LIABILITY COMPANY RUSSUL,SDN,40822,,Russia
LIMITED LIABILITY COMPANY STORK,SDN,40823,,Russia
LEADING CAPITAL INVESTMENT LTD,SDN,40824,,"Virgin Islands, British"
AVRORA CAPITAL SRO,SDN,40825,,Czech Republic
CALIBER WEALTH MANAGEMENT LTD,SDN,40826,,"Bahamas, The"
"RODRIGUEZ AGUIRRE, Mary Cruz",SDN,40838,individual,Mexico
"NACER AGENCIA PANAMERICANA DE DIVISAS Y CENTRO CAMBIARIO, S.A. DE C.V.",SDN,40839,,Mexico
UMATEX JOINT-STOCK COMPANY,SDN,40861,,Russia
UVICOM LTD,SDN,40862,,Russia
UMATEX GROUP EUROPE S.R.O.,SDN,40863,,Czech Republic
ZAVOD ULGERODNYKH I KOMPOZITSIONNYKH MATERIALOV,SDN,40864,,Russia
ARGON OOO,SDN,40865,,Russia
JOINT STOCK COMPANY PREPREG ADVANCED COMPOSITE MATERIALS,SDN,40866,,Russia
LIMITED LIABILITY COMPANY ALABUGA-FIBRE,SDN,40867,,Russia
LIMITED LIABILITY COMPANY PREPREG-DUBNA,SDN,40868,,Russia
JOINT STOCK COMPANY RESEARCH INSTITUTE OF GRAPHITE-BASED MATERIALS NIIGRAFIT,SDN,40869,,Russia
JOINT STOCK COMPANY THE URALS SCIENTIFIC RESEARCH INSTITUTE OF COMPOSITE MATERIALS,SDN,40870,,Russia
PERM SCIENTIFIC RESEARCH TECHNOLOGICAL INSTITUTE,SDN,40871,,Russia
MTSENSKPROKAT,SDN,40872,,Russia
"POPOV, Yegor Sergeyevich",SDN,40873,individual,Russia
STAR SAPPHIRE GROUP OF COMPANIES,SDN,40876,,Burma
JOINT STOCK COMMERCIAL BANK PRIMORYE,SDN,40877,,Russia
INDEPENDENT INSURANCE GROUP LTD,SDN,40878,,Russia
"GLOBAL MARINE SHIP MANAGEMENT CO., LTD.",SDN,40879,,China
BUSHEHR PETROCHEMICAL COMPANY,SDN,40880,,Iran
SHANGHAI XUANRUN SHIPPING COMPANY LIMITED,SDN,40881,,China
SHIRAZ PETROCHEMICAL COMPANY,SDN,40883,,Iran
GOLDEN LOTUS OIL GAS AND REAL ESTATE JOINT STOCK COMPANY,SDN,40884,,Vietnam
DOLPHIN,SDN,40885,vessel,
LAUREN,SDN,40886,vessel,
GOLDEN BRIDGE,SDN,40888,vessel,
GOLDEN PHOENIX,SDN,40890,vessel,
JAMAICA,SDN,40892,vessel,
GOLDEN LIGHT 09,SDN,40894,vessel,
GAS CATHAR,SDN,40895,vessel,
YONG XIANG 29,SDN,40897,vessel,
FOREVER RICH,SDN,40899,vessel,
YONG XIN,SDN,40900,vessel,
LIANG SHENG,SDN,40902,vessel,
JOINT STOCK COMPANY COMMERCIAL BANK LANTA BANK,SDN,40903,,Russia
FULL STAR,SDN,40904,vessel,
AMIAS,SDN,40905,vessel,
"LENSKAYA, Elena Anatolievna",SDN,40906,individual,Russia
"FORWARD SYSTEMS, R&DC",SDN,40907,,Russia
METALLURG-TULAMASH OOO,SDN,40909,,Russia
"ZADACHIN, Andrei Andreevich",SDN,40910,individual,Russia
"MIKHEEV, Danila Yurievich",SDN,40911,individual,Russia
LIMITED LIABILITY COMPANY MAXTECH,SDN,40912,,Russia
LIMITED LIABILITY COMPANY PROMTEKHEKSPERT,SDN,40913,,Russia
PSV TECHNOLOGIES LLC,SDN,40914,,Russia
"ESHSTRUT, Anastasiya Olegovna",SDN,40915,individual,Russia
"SAFONOV, Maksim Valeryevich",SDN,40916,individual,Russia
"PETROV, Sergei Valentinovich",SDN,40917,individual,Russia
GLOBAL VISINESS PTE. LTD.,SDN,40918,,China
"GOLDENIX CO., LIMITED",SDN,40919,,China
"NINGBO MORE INTEREST I/E CO., LTD.",SDN,40920,,China
"HK SIHAI YINGTONG INDUSTRY CO., LIMITED",SDN,40921,,China
"HONGKONG CANWAY CO., LIMITED",SDN,40922,,China
JIN XIN NUO TRADING LIMITED,SDN,40923,,China
BANK SAINT-PETERSBURG PUBLIC JOINT STOCK COMPANY,SDN,40924,,Russia
NOVOSIBIRSK SOCIAL COMMERCIAL BANK LEVOBEREZHNY PUBLIC JOINT STOCK COMPANY,SDN,40925,,Russia
"DUTTA, Surya Visesh",SDN,40926,individual,India
"SUBRAMANIAM, Sharda",SDN,40927,individual,India
MAVASAL IMPEX PRIVATE LIMITED,SDN,40928,,India
INNOEDGE CLOUDSERVE PRIVATE LIMITED,SDN,40929,,India
TPZ-RONDOL OOO,SDN,40930,,Russia
JOINT STOCK COMPANY CENTRAL SCIENTIFIC RESEARCH INSTITUTE BUREVESTNIK,SDN,40931,,Russia
"MELIKAL FOR MEDICAL & MEDICINE TRADING CO., LIMITED",SDN,40932,,China
NAAB KIMYA DIS TICARET LIMITED SIRKETI,SDN,40933,,Turkey
HERSTEL TRADING LIMITED,SDN,40934,,Marshall Islands
"HORRYZIN INTERNATIONAL TRADE CO., LIMITED",SDN,40935,,China
ALBAHR ALAAHMAR OFFSHORE REFINED OIL PRODUCT TRADING L.L.C,SDN,40936,,United Arab Emirates
"PAK, Hwa Song",SDN,40937,individual,"Congo, Democratic Republic of the"
CONGO ACONDE SARL,SDN,40938,,"Congo, Democratic Republic of the"
"MORETTI, Walter",SDN,40939,individual,Malta
"MUELLER, Markus Gerhard",SDN,40940,individual,Germany
"KOLLER, Bruno",SDN,40941,individual,Switzerland
SWISSTEC 3D AKUS AG,SDN,40942,,Switzerland
"COSMAN, Ronald Eric",SDN,40943,individual,Switzerland
TAERIO INTERNATIONAL LTD EOOD,SDN,40944,,Bulgaria
INTERPOLYTRADE LIMITED COMPANY,SDN,40945,,Russia
TAMYNA AG,SDN,40946,,Switzerland
"SCHOMMER, Lutwin",SDN,40947,individual,Switzerland
"BOMATTER, Hans Peter",SDN,40948,individual,Spain
"MORETTI, Svetlana Alekseyevna",SDN,40949,individual,Russia
ALBAHR ALAAHMAR ENERGY FZE,SDN,40950,,United Arab Emirates
TAERIO LIMITED,SDN,40951,,United Arab Emirates
TAMYNA FZE,SDN,40952,,United Arab Emirates
TAMIMED,SDN,40953,,Russia
STRATTON INVESTMENT GROUP LTD,SDN,40954,,Malta
"VILLA, Frederic Pierre",SDN,40955,individual,Malta
LONGFORD TRADING L.L.C,SDN,40956,,United Arab Emirates
NASHVILLE HK LIMITED,SDN,40957,,China
MAIN COMPUTATION CENTER OF THE GENERAL STAFF OF THE ARMED FORCES OF THE RUSSIAN FEDERATION,SDN,40958,,Russia
VOSTOCHNAYA VERF JOINT STOCK COMPANY,SDN,40959,,Russia
NORD TRADING L.L.C,SDN,40960,,United Arab Emirates
SALITA TRADE LIMITED,SDN,40961,,China
SHAMS ALRABEEA CHEMICALS TRADING L.L.C,SDN,40962,,United Arab Emirates
AL KASHAF PETROLEUM AND PETROCHEMICAL TRADING L.L.C,SDN,40963,,United Arab Emirates
"UNITE RESOURCES CO., LIMITED",SDN,40964,,China
QI GROUP LIMITED,SDN,40965,,China
UNIVEST LIMITED,SDN,40966,,China
"MULTI WELL TRADING CO., LIMITED",SDN,40967,,China
BAVI GENERAL TRADING CO L.L.C,SDN,40968,,United Arab Emirates
"MASLOV, Ivan Aleksandrovich",SDN,40969,individual,Mali
"MARAFI INTERNATIONAL TRADING CO., LIMITED",SDN,40970,,China
SPARROW TRADING FZE,SDN,40971,,United Arab Emirates
GREENLAND OIL & GAS TRADING FZE,SDN,40972,,United Arab Emirates
LOWELL LIMITED,SDN,40973,,China
DRAGON TRADING LIMITED,SDN,40974,,Marshall Islands
THE JOINT STOCK COMPANY STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION TROITSK INSTITUTE FOR INNOVATION AND FUSION RESEARCH,SDN,40976,,Russia
ENERGOSPECMONTAZH JSC,SDN,40977,,Russia
TREST ROSSPETSENERGOMONTAZH OOO,SDN,40978,,Russia
ALLIANCE ENERGY PVT. LIMITED,SDN,40979,,Pakistan
ALSHIVAN LINE TRADING FZE,SDN,40980,,United Arab Emirates
HONGKONG WELL INTERNATIONAL TRADING LIMITED,SDN,40981,,China
JOINT STOCK COMPANY MOSCOW ORDER OF THE RED BANNER OF LABOR RESEARCH RADIO ENGINEERING INSTITUTE,SDN,40982,,Russia
BORDO PLASTIC MATERIALS TRADING L.L.C,SDN,40983,,United Arab Emirates
DAYAN GLOBAL TRADE DIS TICARET ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI,SDN,40984,,Turkey
FAIRTRADE NON EDIBLE OIL AND LIQUEFIED NATURAL GAS TRADING L.L.C,SDN,40985,,United Arab Emirates
FAMIN FZE,SDN,40986,,United Arab Emirates
"ORLOV, Vasiliy Aleksandrovich",SDN,40987,individual,Russia
FORABEN TRADING LIMITED,SDN,40988,,China
MEHR PETROCHEMICAL COMPANY,SDN,40989,,Iran
"TSYBULSKIY, Aleksandr Vitalevich",SDN,40990,individual,Russia
"BABUSHKIN, Igor Yuryevich",SDN,40991,individual,Russia
KAMBIZ NABIZADEH AND PARTNERS EXCHANGE,SDN,40992,,Iran
"TSYDENOV, Aleksey Sambuyevich",SDN,40994,individual,Russia
"KOPIN, Roman Valentinovich",SDN,40995,individual,Russia
"MELIKOV, Sergey Alimovich",SDN,40996,individual,Russia
"KALIMATOV, Makhmud-Ali Maksharipovich",SDN,40997,individual,Russia
"KOBZEV, Igor Ivanovich",SDN,40998,individual,Russia
"VOSKRESENSKIY, Stanislav Sergeyevich",SDN,40999,individual,Russia
"DESYATOVA, Natalya Leonidovna",SDN,41000,individual,Ukraine
"SKABEYEVA, Olga Vladimirovna",SDN,41001,individual,Russia
JOINT STOCK COMPANY VOTKINSKIY ZAVOD,SDN,41002,,Russia
OPEN JOINT STOCK COMPANY CORPORATION NOVOSIBIRSK PLANT ELEKTROSIGNAL,SDN,41003,,Russia
CLOSED JOINT STOCK COMPANY SPECIAL CONSTRUCTION BUREAU,SDN,41004,,Russia
"GOLIKOVA, Tatyana Alekseyevna",SDN,41005,individual,Russia
"KHRISTENKO, Viktor Borisovich",SDN,41006,individual,Russia
LIMITED LIABILITY COMPANY STK,SDN,41007,,Russia
JOINT STOCK COMPANY MARINE ARCTIC GEOLOGICAL EXPEDITION,SDN,41008,,Russia
LIMITED LIABILITY COMPANY GOLFESTEIT,SDN,41009,,Russia
"BORISOV, Igor Vladimirovich",SDN,41010,individual,Russia
LIMITED LIABILITY COMPANY LAIFINVEST,SDN,41011,,Russia
"MATYTSIN, Oleg Vasilyevich",SDN,41012,individual,Russia
LIMITED LIABILITY COMPANY ANTELS,SDN,41013,,Russia
RUSSIAN FEDERAL NUCLEAR CENTER - ZABABAKHIN ALL-RUSSIA RESEARCH INSTITUTE OF TECHNICAL PHYSICS,SDN,41014,,Russia
"KAZAKOVA, VALENTINA LVOVNA",SDN,41015,individual,Russia
"KOKOV, Kazbek Valeryevich",SDN,41016,individual,Russia
"MAGOMEDOV, Magomedsalam Magomedaliyevich",SDN,41017,individual,Russia
"KOTYAKOV, Anton Olegovich",SDN,41018,individual,Russia
ALL-RUSSIAN SCIENTIFIC RESEARCH INSTITUTE OF EXPERIMENTAL PHYSICS,SDN,41019,,Russia
LLC SPETSAVIA,SDN,41020,,Russia
"KHASIKOV, Batu Sergeyevich",SDN,41021,individual,Russia
"FALKOV, Valeriy Nikolayevich",SDN,41022,individual,Russia
"SHAPSHA, Vladislav Valeryevich",SDN,41023,individual,Russia
FEDERAL STATE UNITARY ENTERPRISE DUKHOV AUTOMATICS RESEARCH INSTITUTE,SDN,41024,,Russia
JOINT STOCK COMPANY LENMORNIIPROEKT,SDN,41025,,Russia
"SHULGINOV, Nikolay Grigorevich",SDN,41026,individual,Russia
MAIN DIRECTORATE OF DEEP SEA RESEARCH,SDN,41027,,Russia
"LYUBIMOVA, Olga Borisovna",SDN,41028,individual,Russia
"KOZLOV, Aleksandr Aleksandrovich",SDN,41029,individual,Russia
JOINT STOCK COMPANY OPERATING ORGANIZATION OF ZAPORIZHZHYA NPP,SDN,41030,,Russia
"ZHOGA, Artem Vladimirovich",SDN,41031,individual,Ukraine
"ROMANENKO, Oleg Evgenievich",SDN,41032,individual,Russia
"CHEKUNKOV, Aleksey Olegovich",SDN,41033,individual,Russia
"SOLODOV, Vladimir Viktorovich",SDN,41034,individual,Russia
SPARTA BATTALION,SDN,41035,,Ukraine
"SHADAYEV, Maksut Igorevich",SDN,41036,individual,Russia
"TEMREZOV, Rashid Borispievich",SDN,41037,individual,Russia
"SOKOLOV, Aleksandr Valentinovich",SDN,41038,individual,Russia
"PARFENCHIKOV, Artur Olegovich",SDN,41039,individual,Russia
"KURENKOV, Aleksandr Vyacheslavovich",SDN,41040,individual,Russia
POLA HARITA,SDN,41041,vessel,
"ZAYTSEV, Yuriy Viktorovich",SDN,41042,individual,Russia
"TSIVILEV, Sergey Evgenyevich",SDN,41043,individual,Russia
