name,source,entity_id,entity_type,country
AEROCARIBBEAN AIRLINES,SDN,36,,Cuba
"ANGLO-CARIBBEAN CO., LTD.",SDN,173,,United Kingdom
BANCO NACIONAL DE CUBA,SDN,306,,Switzerland
BOUTIQUE LA MAISON,SDN,424,,Panama
CASA DE CUBA,SDN,475,,Spain
"CECOEX, S.A.",SDN,480,,Panama
CIMEX,SDN,535,,Mexico
CIMEX IBERICA,SDN,536,,Spain
"CIMEX, S.A.",SDN,537,,Panama
"COMERCIAL IBEROAMERICANA, S.A.",SDN,540,,Spain
"COMERCIAL CIMEX, S.A.",SDN,551,,Panama
"COMERCIAL DE RODAJES Y MAQUINARIA, S.A.",SDN,552,,Spain
COMERCIALIZACION DE PRODUCTOS VARIOS,SDN,555,,France
COMPANIA DE IMPORTACION Y EXPORTACION IBERIA,SDN,559,,Spain
"CORPORACION CIMEX, S.A.",SDN,576,,Panama
COTEI,SDN,578,,Italy
"CRYMSA - ARGENTINA, S.A.",SDN,589,,Argentina
CUBACANCUN CIGARS AND GIFT SHOPS,SDN,590,,Mexico
CUBAEXPORT,SDN,591,,Spain
CUBAFRUTAS,SDN,592,,Spain
CUBAN CIGARS TRADE,SDN,593,,Italy
CUBANATUR,SDN,621,,Mexico
CUBATABACO,SDN,622,,Spain
"CUMEXINT, S.A.",SDN,636,,Mexico
"DELVEST HOLDING, S.A.",SDN,651,,Switzerland
EDICIONES CUBANAS,SDN,701,,Spain
"EDYJU, S.A.",SDN,702,,Panama
EMPRESA CUBANA DE AVIACION,SDN,735,,Guyana
EMPRESA CUBANA DE PESCADOS Y MARISCOS,SDN,751,,France
EMPRESA DE TURISMO NACIONAL Y INTERNACIONAL,SDN,758,,Argentina
ETCO INTERNATIONAL COMMODITIES LTD.,SDN,767,,United Kingdom
"ETCO INTERNATIONAL COMPANY, LIMITED",SDN,768,,Japan
"GALAX TRADING CO., LTD.",SDN,815,,Canada
HAVIN BANK LIMITED,SDN,906,,United Kingdom
HAVANATUR,SDN,907,,France
INSTITUTO NACIONAL DE TURISMO DE CUBA,SDN,1042,,Spain
INTERCONSULT,SDN,1043,,Panama
"KAVE, S.A.",SDN,1241,,Panama
LA EMPRESA CUBANA DE FLETES,SDN,1287,,"Korea, North"
"LEVERAGE, S.A.",SDN,1316,,Argentina
NIREF,SDN,1555,,Netherlands
NORDSTRAND LTD.,SDN,1570,,Liechtenstein
NORDSTRAND MARITIME AND TRADING COMPANY,SDN,1571,,Greece
PANAMERICAN IMPORT AND EXPORT COMMERCIAL CORPORATION,SDN,1641,,Panama
"PESCABRAVA, S.A.",SDN,1660,,Spain
PRELASA,SDN,1700,,Mexico
PRENSA LATINA CANADA LTD.,SDN,1701,,Canada
PRENSA LATINA,SDN,1702,,Spain
"SERVINAVES, S.A.",SDN,1888,,Panama
"TROBER, S.A.",SDN,2109,,Panama
TROPIC TOURS GMBH,SDN,2110,,Germany
"VIAJES GUAMA, S.A.",SDN,2184,,Spain
VINALES TOURS,SDN,2186,,Mexico
"ABBAS, Abu",SDN,2674,individual,
"AL RAHMAN, Shaykh Umar Abd",SDN,2675,individual,
"AL ZAWAHIRI, Dr. Ayman",SDN,2676,individual,
"AL-ZOMOR, Abboud Abdul Latif Hassan",SDN,2677,individual,Egypt
"AWDA, Abd Al Aziz",SDN,2678,individual,
"FADLALLAH, Shaykh Muhammad Husayn",SDN,2679,individual,
"HAWATMA, Nayif",SDN,2681,individual,
"ISLAMBOULI, Mohammad Shawqi",SDN,2682,individual,
"JABRIL, Ahmad",SDN,2683,individual,
"NAJI, Talal Muhammad Rashid",SDN,2685,individual,
"NASRALLAH, Hasan",SDN,2686,individual,Lebanon
"TUFAYLI, Subhi",SDN,2690,individual,
"YASSIN, Sheik Ahmed Ismail",SDN,2691,individual,undetermined
COBALT REFINERY CO. INC.,SDN,3748,,Canada
LA COMPANIA GENERAL DE NIQUEL,SDN,3749,,Cuba
INTERNATIONAL COBALT CO. INC.,SDN,3750,,Canada
MOA NICKEL SA,SDN,3751,,Cuba
"ABU MARZOOK, Mousa Mohammed",SDN,3754,individual,
"RODRIGUEZ OREJUELA, Gilberto Jose",SDN,4107,individual,Colombia
"RODRIGUEZ OREJUELA, Miguel Angel",SDN,4108,individual,Colombia
MAR AZUL,SDN,4238,vessel,
EBANO,SDN,4243,vessel,
TIFON,SDN,4249,vessel,
"ABDALLAH, Ramadan",SDN,4257,individual,Syria
BANK MARKAZI JOMHOURI ISLAMI IRAN,SDN,4632,,Iran
BANK MASKAN,SDN,4633,,Iran
BANK REFAH KARGARAN,SDN,4635,,Iran
BANK KESHAVARZI IRAN,SDN,4639,,Iran
BANK SADERAT PLC,SDN,4642,,United Kingdom
ABU SAYYAF GROUP,SDN,4688,,
ARMED ISLAMIC GROUP,SDN,4690,,
AUM SHINRIKYO,SDN,4691,,
EUZKADI TA ASKATASUNA,SDN,4693,,
GAMA'A AL-ISLAMIYYA,SDN,4694,,
HAMAS,SDN,4695,,
HARAKAT UL-MUJAHIDEEN,SDN,4696,,
HIZBALLAH,SDN,4697,,
KAHANE CHAI,SDN,4700,,
KURDISTAN WORKERS' PARTY,SDN,4702,,
LIBERATION TIGERS OF TAMIL EELAM,SDN,4703,,
NATIONAL LIBERATION ARMY,SDN,4706,,
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,SDN,4707,,
PALESTINE LIBERATION FRONT - ABU ABBAS FACTION,SDN,4708,,
POPULAR FRONT FOR THE LIBERATION OF PALESTINE,SDN,4709,,
POPULAR FRONT FOR THE LIBERATION OF PALESTINE - GENERAL COMMAND,SDN,4710,,
REVOLUTIONARY PEOPLE'S LIBERATION PARTY/FRONT,SDN,4713,,
REVOLUTIONARY PEOPLE'S STRUGGLE,SDN,4714,,
SHINING PATH,SDN,4715,,
DEMOCRATIC FRONT FOR THE LIBERATION OF PALESTINE - HAWATMEH FACTION,SDN,4717,,
"BIN LADIN, Usama bin Muhammad bin Awad",SDN,6365,individual,
AL QA'IDA,SDN,6366,,
"AL-MASRI, Abu Hafs",SDN,6367,individual,
"MUSA, Rifa'i Ahmad Taha",SDN,6368,individual,
COLOMBIANA DE CERDOS LTDA.,SDN,6531,,Colombia
DISTRIBUIDORA DE ELEMENTOS PARA LA CONSTRUCCION S.A.,SDN,6539,,Colombia
MATADERO METROPOLITANO LTDA.,SDN,6550,,Colombia
"OMAR, Mohammed",SDN,6635,individual,Afghanistan
TALIBAN,SDN,6636,,Afghanistan
COMERCIALIZADORA DE CARNES LTDA.,SDN,6663,,Colombia
SERVIAUTOS UNO A 1A LIMITADA,SDN,6680,,Colombia
"AMEZCUA CONTRERAS, Jose de Jesus",SDN,6703,individual,
"AMEZCUA CONTRERAS, Luis Ignacio",SDN,6704,individual,
"ARELLANO FELIX, Ramon Eduardo",SDN,6706,individual,
"CARO QUINTERO, Rafael",SDN,6707,individual,
"CARRILLO FUENTES, Vicente",SDN,6708,individual,
"CHANG, Chi Fu",SDN,6709,individual,
"HEATH, Noel Timothy",SDN,6710,individual,Saint Kitts and Nevis
"OGUNGBUYI, Oluwole A.",SDN,6712,individual,
"OGUNGBUYI, Abeni O.",SDN,6713,individual,
"WEI, Hsueh Kang",SDN,6714,individual,
"ARELLANO FELIX, Benjamin Alberto",SDN,6715,individual,
"HENAO MONTOYA, Arcangel de Jesus",SDN,6717,individual,Colombia
AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.,SDN,6719,,Colombia
COMPANIA AGROINVERSORA HENAGRO LTDA.,SDN,6720,,Colombia
DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.,SDN,6721,,Colombia
MAQUINARIA TECNICA Y TIERRAS LTDA.,SDN,6722,,Colombia
ORGANIZACION EMPRESARIAL A DE J HENAO M E HIJOS Y CIA. S.C.S.,SDN,6723,,Colombia
"GONZALEZ BENITEZ, Olga Patricia",SDN,6724,individual,Colombia
ISLAMIC MOVEMENT OF UZBEKISTAN,SDN,6725,,
CAVIEDES DILEO Y CIA. S.C.S.,SDN,6726,,Colombia
"PATINO FOMEQUE, Victor Julio",SDN,6823,individual,Colombia
INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A,SDN,6824,,Colombia
GALAPAGOS S.A,SDN,6826,,Colombia
"DUQUE BOTERO, Jorge Alirio",SDN,6831,individual,Colombia
"ECHEVERRY HERRERA, Hernando",SDN,6832,individual,Colombia
NEW IRISH REPUBLICAN ARMY,SDN,6853,,Ireland
"AFGHAN, Sher",SDN,6856,individual,
"CARDENAS GUILLEN, Osiel",SDN,6857,individual,
"CARO QUINTERO, Miguel Angel",SDN,6858,individual,
"CHANG, Ping Yun",SDN,6859,individual,
"GILBOA, Joseph",SDN,6860,individual,
"GUZMAN LOERA, Joaquin",SDN,6861,individual,
"HAMIEH, Jamiel",SDN,6862,individual,
"HIGUERA GUERRERO, Ismael",SDN,6863,individual,
"KHAN, Nasir Ali",SDN,6864,individual,
"MALHERBE DE LEON, Oscar",SDN,6865,individual,
"RAMON MAGANA, Alcides",SDN,6866,individual,
UNITED SELF-DEFENSE FORCES OF COLOMBIA,SDN,6895,,
ASBAT AL-ANSAR,SDN,6896,,
SALAFIST GROUP FOR CALL AND COMBAT,SDN,6897,,
LIBYAN ISLAMIC FIGHTING GROUP,SDN,6898,,
AL-ITIHAAD AL-ISLAMIYA,SDN,6899,,
ISLAMIC ARMY OF ADEN,SDN,6900,,
"AL-ADL, Sayf",SDN,6901,individual,
"AL-WALID, Mahfouz Ould",SDN,6903,individual,Mauritania
"HUSAYN, Zayn al-Abidin Muhammad",SDN,6905,individual,Cuba
"AL-IRAQI, Abd al-Hadi",SDN,6906,individual,Cuba
"SHIHATA, Thirwat Salah",SDN,6907,individual,
"AHMAD, Tariq Anwar al-Sayyid",SDN,6908,individual,
MAKHTAB AL-KHIDAMAT/AL KIFAH,SDN,6910,,Pakistan
WAFA HUMANITARIAN ORGANIZATION,SDN,6911,,
AL RASHID TRUST,SDN,6912,,Pakistan
MAMOUN DARKAZANLI IMPORT-EXPORT COMPANY,SDN,6913,,Germany
"ABDULLAH, Abdullah Ahmed",SDN,6915,individual,Afghanistan
"ALI, Ahmed Mohammed Hamed",SDN,6916,individual,Afghanistan
"AL-MUGHASSIL, Ahmad Ibrahim",SDN,6918,individual,
"AL-NASSER, Abdelkarim Hussein Mohamed",SDN,6919,individual,
"AL-YACOUB, Ibrahim Salih Mohammed",SDN,6920,individual,
"ATWA, Ali",SDN,6921,individual,Lebanon
"EL-HOORIE, Ali Saed Bin Ali",SDN,6923,individual,
"FADHIL, Mustafa Mohamed",SDN,6924,individual,
"GHAILANI, Ahmed Khalfan",SDN,6925,individual,
"IZZ-AL-DIN, Hasan",SDN,6926,individual,Lebanon
"MOHAMMED, Fazul Abdullah",SDN,6927,individual,
"MOHAMMED, Khalid Shaikh",SDN,6928,individual,Cuba
"YASIN, Abdul Rahman",SDN,6931,individual,
AL-HAMATI SWEETS BAKERIES,SDN,6932,,Yemen
JAISH-I-MOHAMMED,SDN,6935,,Pakistan
JAM'YAH TA'AWUN AL-ISLAMIA,SDN,6936,,Afghanistan
RABITA TRUST,SDN,6937,,Pakistan
"AGHA, Haji Abdul Manan",SDN,6938,individual,Pakistan
"AL-AHDAL, Mohammad Hamdi Mohammad Sadiq",SDN,6939,individual,Yemen
"AL-HAQ, Amin",SDN,6940,individual,
"HAMDAN, Salim Ahmad Salim",SDN,6941,individual,
"AL-SHARIF, Sa'd Abdullah Hussein",SDN,6944,individual,
"BIN MARWAN, Bilal",SDN,6945,individual,
"BIN MUHAMMAD, Ayadi Chafiq",SDN,6946,individual,Germany
"DARKAZANLI, Mamoun",SDN,6947,individual,Germany
"HIJAZI, Riad",SDN,6948,individual,Jordan
"UTHMAN, Omar Mahmoud",SDN,6950,individual,United Kingdom
"AWEYS, Hassan Dahir",SDN,7006,individual,
AL-AQSA ISLAMIC BANK,SDN,7114,,West Bank
BEIT EL-MAL HOLDINGS,SDN,7115,,West Bank
HOLY LAND FOUNDATION FOR RELIEF AND DEVELOPMENT,SDN,7116,,United States
UMMAH TAMEER E-NAU,SDN,7132,,Afghanistan
"MAHMOOD, Sultan Bashir-Ud-Din",SDN,7133,individual,Afghanistan
"MAJEED, Abdul",SDN,7135,individual,
"TUFAIL, Mohammed",SDN,7138,individual,
LASHKAR E-TAYYIBA,SDN,7140,,Pakistan
CONTINUITY IRA,SDN,7141,,United Kingdom
FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP,SDN,7142,,Spain
LOYALIST VOLUNTEER FORCE,SDN,7143,,United Kingdom
ORANGE VOLUNTEERS,SDN,7144,,United Kingdom
RED HAND DEFENDERS,SDN,7145,,United Kingdom
ULSTER DEFENCE ASSOCIATION,SDN,7146,,United Kingdom
"BOULGHITI, Boubekeur",SDN,7148,individual,Pakistan
REVIVAL OF ISLAMIC HERITAGE SOCIETY,SDN,7149,,Pakistan
"AL-LIBI, Abd al-Muhsin",SDN,7150,individual,South Africa
ACCESOS ELECTRONICOS S.A.DE C.V.,SDN,7151,,Mexico
"ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",SDN,7152,,Mexico
"ADP, S.C.",SDN,7153,,Mexico
"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",SDN,7154,,Mexico
"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",SDN,7156,,Mexico
"FARMACIA VIDA SUPREMA, S.A. DE C.V.",SDN,7157,,Mexico
"FORPRES, S.C.",SDN,7158,,Mexico
GEX EXPLORE S. DE R.L. DE C.V.,SDN,7160,,Mexico
"OPERADORA VALPARK, S.A. DE C.V.",SDN,7161,,Mexico
"VALPARK, S.A. DE C.V.",SDN,7162,,Mexico
"AGUILAR AMAO, Miguel",SDN,7163,individual,Mexico
"AGUIRRE GALINDO, Manuel",SDN,7164,individual,Mexico
"ARELLANO FELIX, Enedina",SDN,7166,individual,Mexico
"FREGOSO AMEZQUITA, Maria Antonieta",SDN,7167,individual,Mexico
"GIL GARCIA, Jose Alejandro",SDN,7169,individual,Mexico
"HERNANDEZ PULIDO, Maria Elda",SDN,7170,individual,Mexico
"MIJARES TRANCOSO, Gilberto",SDN,7172,individual,Mexico
"MORENO MEDINA, Luis Ignacio",SDN,7173,individual,Mexico
"OROPEZA MEDRANO, Francisco Javier",SDN,7174,individual,Mexico
"RAMIREZ AGUIRRE, Sergio Humberto",SDN,7176,individual,Mexico
"TOLEDO CARREJO, Luis Raul",SDN,7177,individual,Mexico
"ABAUNZA MARTINEZ, Javier",SDN,7178,individual,
"ALBERDI URANGA, Itziar",SDN,7179,individual,
"ALCALDE LINARES, Angel",SDN,7180,individual,
"ALBISU IRIARTE, Miguel",SDN,7181,individual,
"ARZALLUS TAPIA, Eusebio",SDN,7182,individual,
"ELCORO AYASTUY, Paulo",SDN,7183,individual,
"FIGAL ARRANZ, Antonio Agustin",SDN,7184,individual,
"GOGEASCOECHEA ARRONATEGUI, Eneko",SDN,7185,individual,
"GOIRICELAYA GONZALEZ, Cristina",SDN,7186,individual,
"IPARRAGUIRRE GUENECHEA, Maria Soledad",SDN,7187,individual,
"MORCILLO TORRES, Gracia",SDN,7188,individual,
"MUGICA GONI, Ainhoa",SDN,7189,individual,
"MUNOA ORDOZGOITI, Alona",SDN,7190,individual,
"NARVAEZ GONI, Juan Jesus",SDN,7191,individual,
"OLARRA GURIDI, Juan Antonio",SDN,7192,individual,
"ORBE SEVILLANO, Zigor",SDN,7193,individual,
"OTEGUI UNANUE, Mikel",SDN,7194,individual,
"PEREZ ARAMBURU, Jon Inaki",SDN,7195,individual,
"SAEZ DE EGUILAZ MURGUIONDO, Carlos",SDN,7196,individual,
"URANGA ARTOLA, Kemen",SDN,7197,individual,
"VILA MICHELENA, Fermin",SDN,7198,individual,
AL-HARAMAIN ISLAMIC FOUNDATION,SDN,7199,,Somalia
AL-AQSA MARTYRS BRIGADE,SDN,7200,,
THE AID ORGANIZATION OF THE ULEMA,SDN,7201,,Pakistan
"AOUADI, Mohamed Ben Belgacem",SDN,7203,individual,Italy
"BEN HENI, Lased",SDN,7204,individual,
"BOUCHOUCHA, Mokhtar",SDN,7205,individual,Italy
"ES SAYED, Abdelkader Mahmoud",SDN,7207,individual,Italy
"ESSID, Sami Ben Khemais",SDN,7208,individual,Italy
"AL-FAWAZ, Khalid Abd al-Rahman Hamd",SDN,7209,individual,United Kingdom
"AL-MASRI, Abu Hamza",SDN,7210,individual,United Kingdom
"APAOLAZA SANCHO, Ivan",SDN,7211,individual,
"BERASATEGUI ESCUDERO, Ismael",SDN,7212,individual,
"GALLASTEGUI SODUPE, Lexuri",SDN,7213,individual,
"PALACIOS ALDAY, Gorka",SDN,7214,individual,
"QUINTANA ZORROZUA, Asier",SDN,7215,individual,
"RUBENACH ROIG, Juan Luis",SDN,7216,individual,
"ZUBIAGA BRAVO, Manex",SDN,7217,individual,
ASKATASUNA,SDN,7219,,Spain
"DA COSTA, Luis Fernando",SDN,7220,individual,
"GONZALEZ QUIRARTE, Eduardo",SDN,7221,individual,
"IBRAHIM, Haji",SDN,7222,individual,
"KNOWLES, Samuel",SDN,7223,individual,
"TUITO, Oded",SDN,7224,individual,
"ZAMBADA GARCIA, Ismael",SDN,7226,individual,Mexico
BABBAR KHALSA INTERNATIONAL,SDN,7227,,
INTERNATIONAL SIKH YOUTH FEDERATION,SDN,7228,,
NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES,SDN,7234,,
"SISON, Jose Maria",SDN,7235,individual,Netherlands
"BEN SOLTANE, Adel",SDN,7251,individual,Italy
"BEN ATTIA, Nabil Ben Mohamed Ben Ali",SDN,7252,individual,Tunisia
"CHEKKOURI, Yassine",SDN,7253,individual,
"JELASSI, Riadh Ben Belkassem Ben Mohamed",SDN,7254,individual,
"KAMMOUN, Mehdi",SDN,7255,individual,Italy
"KISHK, Samir",SDN,7256,individual,
"MAAROUFI, Tarek Ben Habib Ben Al-Toumi",SDN,7257,individual,
"REMADNA, Abdelhalim",SDN,7258,individual,
"THAER, Mansour",SDN,7259,individual,
"TLILI, Al-Azhar Ben Ammar Ben Abadallah",SDN,7260,individual,Italy
"WADDANI, Habib",SDN,7261,individual,Italy
EASTERN TURKISTAN ISLAMIC MOVEMENT,SDN,7262,,
"JULAIDAN, Wa'el Hamza Abd Al-Fatah",SDN,7263,individual,
"BAHAJI, Said",SDN,7264,individual,Morocco
"BINALSHIBH, Ramzi Mohammed Abdullah",SDN,7265,individual,Cuba
"EL MOTASSADEQ, Mounir",SDN,7266,individual,Germany
"ESSABAR, Zakarya",SDN,7267,individual,Germany
TUNISIAN COMBAT GROUP,SDN,7268,,
"GLOBAL RELIEF FOUNDATION, INC.",SDN,7269,,United States
"GLOBAL RELIEF FOUNDATION, INC.",SDN,7270,,Albania
JEMAA ISLAMIYAH,SDN,7280,,
"GOMEZ BUSTAMANTE, Luis Hernando",SDN,7281,individual,Colombia
"MONTOYA SANCHEZ, Diego Leon",SDN,7282,individual,Colombia
AGRICOLA DOIMA DEL NORTE DEL VALLE LTDA.,SDN,7283,,Colombia
AGROPECUARIA MIRALINDO S.A.,SDN,7284,,Colombia
ARIZONA S.A.,SDN,7285,,Colombia
GANADERIA EL VERGEL LTDA.,SDN,7286,,Colombia
GANADERIAS BILBAO LTDA.,SDN,7287,,Colombia
INMOBILIARIA EL ESCORIAL LTDA.,SDN,7288,,Colombia
INMOBILIARIA LINARES LTDA.,SDN,7289,,Colombia
INMOBILIARIA PASADENA LTDA.,SDN,7290,,Colombia
INVERSIONES LA QUINTA Y CIA. LTDA.,SDN,7291,,Colombia
LADRILLERA LA CANDELARIA LTDA.,SDN,7292,,Colombia
MONTOYA LUNA E HIJOS Y CIA. S.C.S.,SDN,7293,,Colombia
ORGANIZACION LUIS HERNANDO GOMEZ BUSTAMANTE Y CIA S.C.S.,SDN,7294,,Colombia
VISCAYA LTDA.,SDN,7295,,Colombia
"GOMEZ APONTE, Laura Victoria",SDN,7302,individual,Colombia
"GOMEZ GOMEZ, Viviana",SDN,7303,individual,Colombia
"GOMEZ JARAMILLO, Olga Cecilia",SDN,7304,individual,Colombia
"HURTADO ROMERO, Jairo Jose",SDN,7308,individual,Colombia
"MENDEZ SALAZAR, John Jairo",SDN,7311,individual,Colombia
"MONTOYA SANCHEZ, Eugenio",SDN,7313,individual,Colombia
"MONTOYA SANCHEZ, Juan Carlos",SDN,7314,individual,Colombia
"RUIZ CASTANO, Maria Helena",SDN,7316,individual,Colombia
"ECHEBERRIA SIMARRO, Leire",SDN,7317,individual,
"ECHEGARAY ACHIRICA, Alfonso",SDN,7318,individual,
"IZTUETA BARANDICA, Enrique",SDN,7319,individual,
"VALLEJO FRANCO, Inigo",SDN,7320,individual,
BENEVOLENCE INTERNATIONAL FOUNDATION,SDN,7321,,Azerbaijan
BENEVOLENCE INTERNATIONAL FUND,SDN,7322,,Canada
BOSANSKA IDEALNA FUTURA,SDN,7323,,Bosnia and Herzegovina
MOROCCAN ISLAMIC COMBATANT GROUP,SDN,7324,,
LAJNAT AL DAAWA AL ISLAMIYYA,SDN,7325,,Kuwait
"SAYADI, Nabil Abdul Salam",SDN,7326,individual,Belgium
"ISAMUDDIN, Nurjaman Riduan",SDN,7328,individual,Cuba
"ABDURRAHMAN, Mohamad Iqbal",SDN,7329,individual,Indonesia
STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,SDN,7330,,Netherlands
LASHKAR I JHANGVI,SDN,7331,,
"HEKMATYAR, Gulbuddin",SDN,7471,individual,Iran
ANSAR AL-ISLAM,SDN,7472,,Iraq
THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,SDN,7473,,
THE SPECIAL PURPOSE ISLAMIC REGIMENT,SDN,7474,,
THE ISLAMIC INTERNATIONAL BRIGADE,SDN,7475,,
"CHIWENGA, Constantino Guveya",SDN,7489,individual,Zimbabwe
"MNANGAGWA, Emmerson Dambudzo",SDN,7513,individual,Zimbabwe
"MUCHINGURI, Oppah Charm Zvipange",SDN,7522,individual,Zimbabwe
"VALENCIA TRUJILLO, Joaquin Mario",SDN,7574,individual,Colombia
BANANERA AGRICOLA S.A.,SDN,7576,,Colombia
CIA. MINERA DAPA S.A.,SDN,7579,,Colombia
COMPANIA DE FOMENTO MERCANTIL S.A.,SDN,7580,,Colombia
CONSTRUCCIONES PROGRESO DEL PUERTO S.A.,SDN,7581,,Colombia
CREDISA S.A.,SDN,7583,,Colombia
CRIADERO LA LUISA E.U.,SDN,7584,,Colombia
DRAGADOS Y MUELLES GAVIOTA LTDA.,SDN,7585,,Colombia
GRANJA LA SIERRA LTDA.,SDN,7589,,Colombia
GRAN MUELLE S.A.,SDN,7590,,Colombia
MIRA E.U.,SDN,7593,,Colombia
OCCIDENTAL DE PAPELES LTDA.,SDN,7595,,Colombia
SERVICIO AEREO DE SANTANDER E.U.,SDN,7598,,Colombia
UNIDAS S.A.,SDN,7600,,Colombia
"MONTANO ALVAREZ, Luis Hernando",SDN,7618,individual,Colombia
TODOBOLSAS Y COLSOBRES,SDN,7631,,Colombia
AL-AQSA FOUNDATION,SDN,7637,,
AL-AQSA E.V.,SDN,7638,,Germany
STICHTING AL-AQSA,SDN,7639,,Netherlands
FORENINGEN AL-AQSA,SDN,7640,,Denmark
AL-AQSA,SDN,7641,,Belgium
AQSSA SOCIETY YEMEN,SDN,7642,,Yemen
AL-AQSA FOUNDATION,SDN,7643,,Sweden
AL-AQSA FOUNDATION,SDN,7644,,South Africa
AL-AQSA FOUNDATION,SDN,7645,,Pakistan
"ADEMI, Xhevat",SDN,7647,individual,
"ADILI, Gafur",SDN,7648,individual,
ALBANIAN NATIONAL ARMY,SDN,7649,,
"ALISPAHIC, Bakir",SDN,7650,individual,
ARMY OF THE REPUBLIC OF ILIRIDA,SDN,7651,,
"BAJAGIC, Zvonko",SDN,7653,individual,
"BANOVIC, Predrag",SDN,7655,individual,
"BEQIRI, Idajet",SDN,7656,individual,
"BEXHETI, Nuri",SDN,7657,individual,
BIO CORPORATION,SDN,7658,,Bosnia and Herzegovina
"BJELICA, Milovan",SDN,7659,individual,Bosnia and Herzegovina
"BLAGOJEVIC, Vidoje",SDN,7660,individual,
"BLASKIC, Tihomir",SDN,7661,individual,
"BORAVCANIN, Ljubomir",SDN,7662,individual,
"BOSKOVSKI, Ljube",SDN,7664,individual,
"BRDJANIN, Radoslav",SDN,7665,individual,
"BUTKA, Spiro",SDN,7666,individual,
"CERKEZ, Mario",SDN,7668,individual,
"CESIC, Ranko",SDN,7669,individual,
"CESIC-ROJS, Ljubo",SDN,7670,individual,
CETNIK RAVNAGORSKI POKRET,SDN,7671,,
"CORIC, Valentin",SDN,7672,individual,
"DALIPI, Tahir",SDN,7673,individual,
"DELIC, Hazim",SDN,7674,individual,
"DOSEN, Damir",SDN,7677,individual,
"ELSHANI, Gafur",SDN,7678,individual,
FRONT FOR ALBANIAN NATIONAL UNITY,SDN,7679,,
"FURUNDZIJA, Anto",SDN,7680,individual,
"FUSTAR, Dusan",SDN,7681,individual,
"GAJIC-MILOSEVIC, Milica",SDN,7682,individual,
"GALIC, Stanislav",SDN,7683,individual,
"GRUBAN, Momcilo",SDN,7686,individual,
"HABIBI, Skender",SDN,7687,individual,
"HADZIHASANOVIC, Enver",SDN,7688,individual,
"HALILI, Nevzat",SDN,7689,individual,
"HARADINAJ, Daut",SDN,7691,individual,
"HASANI, Zhavit",SDN,7692,individual,
"HAXHIREXHA, Kastriot",SDN,7693,individual,
"IVANOVIC, Milan",SDN,7695,individual,
"JAKSIC, Marko",SDN,7696,individual,
"JANKOVIC, Gojko",SDN,7697,individual,
"JELAVIC, Ante",SDN,7698,individual,
"JELISIC, Goran",SDN,7699,individual,
"JOKIC, Dragan",SDN,7700,individual,
"JOKIC, Miodrag",SDN,7701,individual,
"KARADZIC, Luka",SDN,7704,individual,Serbia
"KARADZIC, Radovan",SDN,7705,individual,
"KARADZIC-JOVICEVIC, Sonja",SDN,7706,individual,
"KNEZEVIC, Dusan",SDN,7707,individual,
"KORDIC, Dario",SDN,7708,individual,
"KOS, Milojica",SDN,7709,individual,
"KOVACEVIC, Vladimir",SDN,7710,individual,
"KRNOJELAC, Milorad",SDN,7712,individual,
"KRSTIC, Radislav",SDN,7713,individual,
"KRYEZIU, Izmet",SDN,7714,individual,
"KUBURA, Amir",SDN,7715,individual,
"KUNARAC, Dragoljub",SDN,7716,individual,
"KVOCKA, Miroslav",SDN,7717,individual,
"LALOVIC, Dragan",SDN,7718,individual,
"LIBERATION ARMY OF PRESEVO, MEDVEDJA, AND BUJANOVAC",SDN,7720,,
"LIMAJ, Fatmir",SDN,7721,individual,
"LLADROVICI, Ramiz",SDN,7723,individual,
"LUKIC, Milan",SDN,7724,individual,
"LUKIC, Sredoje",SDN,7725,individual,
"LUKOVIC, Milorad Ulemek",SDN,7726,individual,
"LUSHTAKU, Sami",SDN,7727,individual,
MANCO OIL COMPANY,SDN,7728,,
"MANDIC, Momcilo",SDN,7729,individual,
"MARKOVIC, Mirjana",SDN,7731,individual,
"MARKOVIC, Radovac",SDN,7732,individual,
"MARKU, Ton",SDN,7733,individual,
"MARTIC, Milan",SDN,7734,individual,
"MARTINOVIC, Vinko",SDN,7735,individual,
"MEJAKIC, Zeljko",SDN,7736,individual,
"MILOSEVIC, Borislav",SDN,7737,individual,
"MILOSEVIC, Dragomir",SDN,7738,individual,
"MILOSEVIC, Marija",SDN,7739,individual,
"MILOSEVIC, Marko",SDN,7740,individual,
"MILOSEVIC, Milanka",SDN,7741,individual,
"MILOSEVIC, Slobodan",SDN,7742,individual,
"MLADIC, Ratko",SDN,7744,individual,
